month,tweet_count,mean_sentiment_score,mean_favorites,mean_retweets
2009-05,21,0.49244756636852843,185.47619047619048,117.38095238095238
2009-06,11,0.37300703107294714,51.18181818181818,30.363636363636363
2009-07,5,0.5909550481010228,19.6,16.2
2009-08,7,0.29642141743430067,69.57142857142857,54.57142857142857
2009-09,3,0.2911018483961622,57.666666666666664,47.0
2009-10,4,0.288704895589035,8.5,8.25
2009-11,3,0.6503776566435894,193.66666666666666,81.0
2009-12,2,0.7596822237828746,140.5,130.5
2010-01,4,0.722859349596547,2121.0,2272.25
2010-02,4,0.5765542001463473,13.25,23.75
2010-03,10,0.732816064124927,15.7,27.9
2010-04,18,0.8396615085625349,307.0,215.05555555555554
2010-05,17,0.7198694489540204,131.94117647058823,71.70588235294117
2010-06,17,0.6054161867359653,9.058823529411764,22.470588235294116
2010-07,13,0.6476979001532667,13.0,35.69230769230769
2010-08,17,0.5542293412350666,24.470588235294116,51.94117647058823
2010-09,13,0.6011898306986461,24.76923076923077,42.84615384615385
2010-10,9,0.7689686860475275,65.55555555555556,37.333333333333336
2010-11,11,0.7111504312964495,46.72727272727273,49.09090909090909
2010-12,10,0.712449712655507,779.9,868.6
2011-01,9,0.49282857665740365,38.0,76.88888888888889
2011-02,16,0.2783980486783548,92.8125,99.75
2011-03,36,0.29174980916690807,25.694444444444443,66.0
2011-04,27,0.32338814846998837,15.148148148148149,50.74074074074074
2011-05,19,0.4839514048439206,70.6842105263158,127.78947368421052
2011-06,16,0.40628683091927087,16.1875,55.3125
2011-07,76,-0.15048416813308568,302.2894736842105,293.5657894736842
2011-08,100,-0.2792145046207588,377.66,424.36
2011-09,111,-0.1940920331519567,137.51351351351352,213.66666666666666
2011-10,113,-0.2793261415430188,133.04424778761063,233.09734513274336
2011-11,124,-0.44895695934387586,290.258064516129,477.01612903225805
2011-12,222,-0.1140455742154757,276.36486486486484,289.4594594594595
2012-01,182,-0.1604720883648382,311.1923076923077,402.0659340659341
2012-02,257,-0.0835632222445486,78.15175097276264,124.26848249027238
2012-03,206,-0.1492383748053311,229.0728155339806,236.1990291262136
2012-04,203,0.07065429329227546,82.17733990147784,151.69950738916256
2012-05,275,0.03275234990795566,88.46545454545455,171.90545454545455
2012-06,227,-0.001915577919087024,92.81938325991189,204.08810572687224
2012-07,272,-0.1276516343881239,248.43382352941177,369.24264705882354
2012-08,377,0.0067879745288349355,225.3262599469496,344.18037135278513
2012-09,413,-0.03436736391065755,221.30266343825667,379.5690072639225
2012-10,766,-0.0013630288440610134,883.6462140992168,970.0913838120105
2012-11,560,0.101329844083479,839.2160714285715,1226.6589285714285
2012-12,455,0.26077675598924266,169.4901098901099,221.1076923076923
2013-01,814,0.28597227684453846,186.0884520884521,236.91400491400492
2013-02,926,0.3837385226726747,194.0637149028078,201.57883369330455
2013-03,871,0.31584382117669774,185.66475315729048,193.7979334098737
2013-04,912,0.19950825219041834,259.87280701754383,236.922149122807
2013-05,768,0.11128653817922896,420.9466145833333,397.453125
2013-06,488,0.250600364279397,450.3524590163934,453.2295081967213
2013-07,697,0.2870546147510225,127.58393113342898,148.8307030129125
2013-08,732,0.23101275568271992,472.53005464480873,578.6065573770492
2013-09,675,0.19739101755674238,517.2474074074074,532.8518518518518
2013-10,565,0.21098994277541286,257.8353982300885,322.3628318584071
2013-11,380,0.18046630932367408,542.1368421052632,558.2736842105263
2013-12,375,0.22731217466139544,381.16266666666667,399.744
2014-01,364,0.4264142213707181,269.02197802197804,321.1043956043956
2014-02,307,0.4063911836511677,168.3615635179153,141.22475570032574
2014-03,400,0.3219171585291042,778.3025,667.405
2014-04,525,0.4243236933358102,132.0990476190476,113.67809523809524
2014-05,404,0.304350551775954,430.6930693069307,402.2970297029703
2014-06,746,0.3436252270800551,519.9812332439678,491.29356568364614
2014-07,490,0.33262777643145197,243.60408163265305,203.5938775510204
2014-08,338,0.2282510707581956,439.91715976331363,449.7721893491124
2014-09,507,0.32286668085232306,465.28402366863907,405.1301775147929
2014-10,623,0.09320420515424546,426.25682182985554,383.1203852327448
2014-11,576,0.3832230790441018,248.59722222222223,199.25347222222223
2014-12,721,0.349826276031563,132.6893203883495,89.95839112343967
2015-01,1145,0.3786030351695723,98.64192139737992,73.8995633187773
2015-02,506,0.39224135425547324,267.8596837944664,245.17588932806325
2015-03,446,0.4708725701816038,93.17488789237669,68.84080717488789
2015-04,778,0.3010197439919894,189.82647814910027,135.24678663239075
2015-05,717,0.32426519010143257,186.17015341701534,143.60111576011158
2015-06,528,0.3291676727495735,333.8087121212121,192.46212121212122
2015-07,792,0.07203497150939339,985.9558080808081,525.0353535353536
2015-08,364,0.23108523570936285,2416.4175824175823,1271.9807692307693
2015-09,427,0.1771582404115571,2474.9882903981265,1399.7259953161592
2015-10,795,0.24026699400054433,1978.1761006289307,972.8578616352202
2015-11,587,0.1578240112028302,2733.2385008517886,1242.8756388415673
2015-12,622,0.11658866742253005,3898.411575562701,1600.3826366559485
2016-01,477,0.1204119865195357,4898.142557651991,1784.2222222222222
2016-02,472,0.08173314037720941,7322.377118644068,2741.4957627118642
2016-03,420,0.03998430556662026,13140.27619047619,4563.642857142857
2016-04,270,0.3860749336627864,11617.062962962964,4017.6481481481483
2016-05,342,0.13103085232705247,13232.54678362573,4543.8859649122805
2016-06,291,-0.004258551406818106,16677.563573883162,6004.591065292097
2016-07,353,-0.15033819170724125,24927.920679886687,8258.549575070821
2016-08,272,0.11029811911430443,21376.27573529412,7474.305147058823
2016-09,268,0.25645832768415533,21942.014925373136,7874.925373134329
2016-10,469,-0.03628445989109758,23348.296375266524,10119.72921108742
2016-11,180,0.18884859845081034,62396.98888888889,18989.594444444443
2016-12,131,0.10681346531260673,59563.076335877864,15119.435114503816
2017-01,203,-0.02263030704980248,85132.68472906404,17804.35960591133
2017-02,145,-0.06848245735745877,99247.8,20045.503448275864
2017-03,129,0.23985545725612215,72102.13178294574,15439.480620155038
2017-04,137,0.20329235919690045,57419.700729927004,12105.306569343065
2017-05,137,0.11326975903361627,60735.61313868613,14013.540145985402
2017-06,171,0.08410223741125185,75096.30409356725,17673.701754385966
2017-07,226,0.19120016524391,76249.9557522124,17885.327433628318
2017-08,191,0.21771171276764797,73888.65968586388,16018.71727748691
2017-09,240,0.27452015132827606,69461.04583333334,15195.916666666666
2017-10,253,0.11617050714341724,66201.62845849802,14145.316205533596
2017-11,232,0.20205195288521094,71617.34913793103,16310.344827586207
2017-12,167,0.27878288476669344,83194.18562874252,18475.982035928144
2018-01,181,0.13840158135200548,95013.24861878454,20976.596685082874
2018-02,162,0.0915544130264517,88309.98148148147,19406.203703703704
